url_path,views_total,views_unique
/abhinav12k/Drunkyard/tree/master/app,29,5
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,24,3
/abhinav12k/Drunkyard/tree/master,19,8
/abhinav12k/Drunkyard/tree/master/app/src/main,17,4
/abhinav12k/Drunkyard/tree/master/app/src,16,4
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data,11,2
/abhinav12k/Drunkyard/blob/master/app/build.gradle,10,3
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/presentation,9,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/domain,8,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/domain/model,7,1
