url_path,views_total,views_unique
/abhinav12k/Drunkyard,11,9
/abhinav12k/Drunkyard/tree/master/app,9,5
/abhinav12k/Drunkyard/tree/master/app/src,7,5
/abhinav12k/Drunkyard/tree/master/app/src/main,5,5
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,5,4
/abhinav12k/Drunkyard/tree/github-repo-stats/abhinav12k/Drunkyard,5,1
/abhinav12k/Drunkyard/blob/master/gradlew,3,1
/abhinav12k/Drunkyard/tree/github-repo-stats,3,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data,2,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/presentation,2,2
