url_path,views_total,views_unique
/abhinav12k/Drunkyard/tree/master/app,41,6
/abhinav12k/Drunkyard/tree/master,29,9
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,26,3
/abhinav12k/Drunkyard/tree/master/app/src/main,19,4
/abhinav12k/Drunkyard/tree/master/app/src,18,4
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data,11,2
/abhinav12k/Drunkyard/blob/master/app/build.gradle,10,3
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/presentation,9,2
/abhinav12k/Drunkyard/blob/master/app/src/main/java/com/abhinav12k/drunkyard/presentation/ingredient/IngredientDetailViewModel.kt,8,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/domain,8,2
