url_path,views_total,views_unique
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,7,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data,6,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data/local,6,2
/abhinav12k/Drunkyard/tree/master/app,5,2
/abhinav12k/Drunkyard/tree/master/app/src,5,2
/abhinav12k/Drunkyard/tree/master/app/src/main,5,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data/local/dao,5,2
/abhinav12k/Drunkyard,5,1
/abhinav12k/Drunkyard/tree/master,3,2
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/di,3,1
