url_path,views_total,views_unique
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,18,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data,14,1
/abhinav12k/Drunkyard/tree/master/app/src,12,1
/abhinav12k/Drunkyard,11,6
/abhinav12k/Drunkyard/tree/master/app/src/main,10,1
/abhinav12k/Drunkyard/tree/master/app,8,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data/remote,8,1
/abhinav12k/Drunkyard/tree/master/app/src/androidTest/java/com/abhinav12k/drunkyard,6,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/data/repository,6,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/domain,6,1
