url_path,views_total,views_unique
/abhinav12k/Drunkyard/tree/master/app,5,1
/abhinav12k/Drunkyard/tree/master/app/src/main,5,1
/abhinav12k/Drunkyard/tree/master/app/src,4,1
/abhinav12k/Drunkyard,3,2
/abhinav12k/Drunkyard/tree/master,3,1
/abhinav12k/Drunkyard/blob/master/app/build.gradle,2,1
/abhinav12k/Drunkyard/blob/master/app/src/main/AndroidManifest.xml,2,1
/abhinav12k/Drunkyard/blob/master/app/src/main/java/com/abhinav12k/drunkyard/data/remote/CocktailApi.kt,2,1
/abhinav12k/Drunkyard/tree/master/app/release,2,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard,2,1
